id,id_parte_legado,tipo_parte,tipo_polo,id_pessoa,id_processo
792,793,ADVOGADO,A,2,76788
793,794,ADVOGADO,A,2,70137
794,795,ADVOGADO,A,2,71866
795,796,ADVOGADO,A,2,71872
796,797,ADVOGADO,A,2,71873
797,798,ADVOGADO,A,2,71875
798,799,ADVOGADO,A,2,72316
799,800,ADVOGADO,A,2,72320
800,801,ADVOGADO,A,2,71885
801,802,ADVOGADO,A,2,71886
802,803,ADVOGADO,A,2,71898
803,804,ADVOGADO,A,2,71899
804,805,ADVOGADO,A,2,71915
805,806,ADVOGADO,A,2,71920
806,807,ADVOGADO,A,2,71921
807,808,ADVOGADO,A,2,76200
808,809,ADVOGADO,A,2,73770
809,810,ADVOGADO,A,2,73771
810,811,ADVOGADO,A,2,73772
811,812,ADVOGADO,A,2,73777
812,813,ADVOGADO,A,2,73778
813,814,ADVOGADO,A,2,73782
814,815,ADVOGADO,A,2,73783
815,816,ADVOGADO,A,2,76264
816,817,ADVOGADO,A,2,77370
817,818,ADVOGADO,A,2,77373
818,819,ADVOGADO,A,2,77376
819,820,ADVOGADO,A,2,73790
820,821,ADVOGADO,A,2,73791
821,822,ADVOGADO,A,2,73794
822,823,ADVOGADO,A,2,73795
823,824,ADVOGADO,A,2,73797
824,825,ADVOGADO,A,2,73798
825,826,ADVOGADO,A,2,73799
826,827,ADVOGADO,A,2,73801
827,828,ADVOGADO,A,2,73802
828,829,ADVOGADO,A,2,73803
829,830,ADVOGADO,A,2,73804
830,831,ADVOGADO,A,2,73805
831,832,ADVOGADO,A,2,73806
832,833,ADVOGADO,A,2,73807
833,834,ADVOGADO,A,2,73808
834,835,ADVOGADO,A,2,73809
835,836,ADVOGADO,A,2,73810
836,837,ADVOGADO,A,2,73814
837,838,ADVOGADO,A,2,73819
838,839,ADVOGADO,A,2,73822
839,840,ADVOGADO,A,2,74581
840,841,ADVOGADO,A,2,75307
841,842,ADVOGADO,A,2,75308
842,843,ADVOGADO,A,2,75309
843,844,ADVOGADO,A,2,76746
844,845,ADVOGADO,A,2,77126
845,846,ADVOGADO,A,2,65267
846,847,ADVOGADO,A,2,72271
847,848,ADVOGADO,A,2,74535
848,849,ADVOGADO,A,2,74536
849,850,ADVOGADO,A,2,74537
850,851,ADVOGADO,A,2,74538
851,852,ADVOGADO,A,2,74539
852,853,ADVOGADO,A,2,74540
853,854,ADVOGADO,A,2,74541
854,855,ADVOGADO,A,2,74542
855,856,ADVOGADO,A,2,74543
856,857,ADVOGADO,A,2,74544
857,858,ADVOGADO,A,2,74545
858,859,ADVOGADO,A,2,74546
859,860,ADVOGADO,A,2,74547
860,861,ADVOGADO,A,2,74548
861,862,ADVOGADO,A,2,74549
862,863,ADVOGADO,A,2,74550
863,864,ADVOGADO,A,2,72394
864,865,ADVOGADO,A,2,75312
865,866,ADVOGADO,A,2,75315
866,867,ADVOGADO,A,2,75322
867,868,ADVOGADO,A,2,64868
868,869,ADVOGADO,A,2,77203
869,870,ADVOGADO,A,2,72533
870,871,ADVOGADO,A,2,74551
871,872,ADVOGADO,A,2,74552
872,873,ADVOGADO,A,2,74553
873,874,ADVOGADO,A,2,74554
874,875,ADVOGADO,A,2,74555
875,876,ADVOGADO,A,2,74556
876,877,ADVOGADO,A,2,74557
877,878,ADVOGADO,A,2,74558
878,879,ADVOGADO,A,2,74559
879,880,ADVOGADO,A,2,74560
880,881,ADVOGADO,A,2,74561
881,882,ADVOGADO,A,2,74562
882,883,ADVOGADO,A,2,74563
883,884,ADVOGADO,A,2,74564
884,885,ADVOGADO,A,2,74565
885,886,ADVOGADO,A,2,74566
886,887,ADVOGADO,A,2,74567
887,888,ADVOGADO,A,2,74573
888,889,ADVOGADO,A,2,74578
889,890,ADVOGADO,A,2,75324
890,891,ADVOGADO,A,2,75332
891,892,ADVOGADO,A,2,75333
892,893,ADVOGADO,A,2,75334
893,894,ADVOGADO,A,2,75335
894,895,ADVOGADO,A,2,75336
895,896,ADVOGADO,A,2,76691
896,897,ADVOGADO,A,2,76955
897,898,ADVOGADO,A,2,77413
898,899,ADVOGADO,A,2,77417
899,900,ADVOGADO,A,2,77421
900,901,ADVOGADO,A,2,74773
901,902,ADVOGADO,A,2,74774
902,903,ADVOGADO,A,2,74776
903,904,ADVOGADO,A,2,74780
904,905,ADVOGADO,A,2,74784
905,906,ADVOGADO,A,2,74788
906,907,ADVOGADO,A,2,76790
907,908,ADVOGADO,A,2,71969
908,909,ADVOGADO,A,2,71970
909,910,ADVOGADO,A,2,71971
910,911,ADVOGADO,A,2,71972
911,912,ADVOGADO,A,2,71973
912,913,ADVOGADO,A,2,71974
913,914,ADVOGADO,A,2,71975
914,915,ADVOGADO,A,2,75808
915,916,ADVOGADO,A,2,76702
916,917,ADVOGADO,A,2,71230
917,918,ADVOGADO,A,2,72425
918,919,ADVOGADO,A,2,74789
919,920,ADVOGADO,A,2,74793
920,921,ADVOGADO,A,2,74794
921,922,ADVOGADO,A,2,77298
922,923,ADVOGADO,A,2,65297
923,924,ADVOGADO,A,2,65298
924,925,ADVOGADO,A,2,69094
925,926,ADVOGADO,A,2,65307
926,927,ADVOGADO,A,2,65308
927,928,ADVOGADO,A,2,64848
928,929,ADVOGADO,A,2,66760
929,930,ADVOGADO,A,2,71824
930,931,ADVOGADO,A,2,71825
931,932,ADVOGADO,A,2,71829
932,933,ADVOGADO,A,2,71844
933,934,ADVOGADO,A,2,67074
934,935,ADVOGADO,A,2,71655
935,936,ADVOGADO,A,2,72447
936,937,ADVOGADO,A,2,72449
937,938,ADVOGADO,A,2,72452
938,939,ADVOGADO,A,2,72453
939,940,ADVOGADO,A,2,69510
940,941,ADVOGADO,A,2,71629
941,942,ADVOGADO,A,2,71632
942,943,ADVOGADO,A,2,72149
943,944,ADVOGADO,A,2,72454
944,945,ADVOGADO,A,2,72460
945,946,ADVOGADO,A,2,72462
946,947,ADVOGADO,A,2,70107
947,948,ADVOGADO,A,2,65384
948,949,ADVOGADO,A,2,65387
949,950,ADVOGADO,A,2,65389
950,951,ADVOGADO,A,2,65416
951,952,ADVOGADO,A,2,66041
952,953,ADVOGADO,A,2,65425
953,954,ADVOGADO,A,2,65439
954,955,ADVOGADO,A,2,65463
955,956,ADVOGADO,A,2,65467
956,957,ADVOGADO,A,2,65699
957,958,ADVOGADO,A,2,70693
958,959,ADVOGADO,A,2,65552
959,960,ADVOGADO,A,2,69380
960,961,ADVOGADO,A,2,71830
961,962,ADVOGADO,A,2,71832
962,963,ADVOGADO,A,2,71838
963,964,ADVOGADO,A,2,71840
964,965,ADVOGADO,A,2,71849
965,966,ADVOGADO,A,2,71850
966,967,ADVOGADO,A,2,71851
967,968,ADVOGADO,A,2,71852
968,969,ADVOGADO,A,2,71853
969,970,ADVOGADO,A,2,71854
970,971,ADVOGADO,A,2,65716
971,972,ADVOGADO,A,2,64903
972,973,ADVOGADO,A,2,64908
973,974,ADVOGADO,A,2,64914
974,975,ADVOGADO,A,2,64923
975,976,ADVOGADO,A,2,66416
976,977,ADVOGADO,A,2,63358
977,978,ADVOGADO,A,2,72262
978,979,ADVOGADO,A,2,66055
979,980,ADVOGADO,A,2,66714
980,981,ADVOGADO,A,2,72301
981,982,ADVOGADO,A,2,72347
982,983,ADVOGADO,A,2,72348
983,984,ADVOGADO,A,2,72734
984,985,ADVOGADO,A,2,72732
985,986,ADVOGADO,A,2,72738
986,987,ADVOGADO,A,2,72796
987,988,ADVOGADO,A,2,72897
988,989,ADVOGADO,A,2,72901
989,990,ADVOGADO,A,2,73184
990,991,ADVOGADO,A,2,73185
991,992,ADVOGADO,A,2,73187
992,993,ADVOGADO,A,2,73189
993,994,ADVOGADO,A,2,73190
994,995,ADVOGADO,A,2,73191
995,996,ADVOGADO,A,2,73192
996,997,ADVOGADO,A,2,73194
997,998,ADVOGADO,A,2,64996
998,999,ADVOGADO,A,2,71126
999,1000,ADVOGADO,A,2,71366
1000,1001,ADVOGADO,A,2,63695
1001,1002,ADVOGADO,A,2,72705
1002,1003,ADVOGADO,A,2,72742
1003,1004,ADVOGADO,A,2,72763
1004,1005,ADVOGADO,A,2,72765
1005,1006,ADVOGADO,A,2,72767
1006,1007,ADVOGADO,A,2,72795
1007,1008,ADVOGADO,A,2,72866
1008,1009,ADVOGADO,A,2,72891
1009,1010,ADVOGADO,A,2,71576
1010,1011,ADVOGADO,A,2,71946
1011,1012,ADVOGADO,A,2,71947
1012,1013,ADVOGADO,A,2,71948
1013,1014,ADVOGADO,A,2,67486
1014,1015,ADVOGADO,A,2,76219
1015,1016,ADVOGADO,A,2,76284
1016,1017,ADVOGADO,A,2,74176
1017,1018,ADVOGADO,A,2,74431
1018,1019,ADVOGADO,A,2,74443
1019,1020,ADVOGADO,A,2,64887
1020,1021,ADVOGADO,A,2,64888
1021,1022,ADVOGADO,A,2,64889
1022,1023,ADVOGADO,A,2,64893
1023,1024,ADVOGADO,A,2,64899
1024,1025,ADVOGADO,A,2,64937
1025,1026,ADVOGADO,A,2,64981
1026,1027,ADVOGADO,A,2,67812
1027,1028,ADVOGADO,A,2,72030
1028,1029,ADVOGADO,A,2,72031
1029,1030,ADVOGADO,A,2,72033
1030,1031,ADVOGADO,A,2,72036
1031,1032,ADVOGADO,A,2,72037
1032,1033,ADVOGADO,A,2,73680
1033,1034,ADVOGADO,A,2,74393
1034,1035,ADVOGADO,A,2,74455
1035,1036,ADVOGADO,A,2,74456
1036,1037,ADVOGADO,A,2,74457
1037,1038,PASSIVO,P,3,81
1038,1039,PASSIVO,P,3,82
1039,1040,PASSIVO,P,3,281
1040,1041,PASSIVO,P,3,282
1041,1042,PASSIVO,P,3,283
1042,1043,PASSIVO,P,3,321
1043,1044,PASSIVO,P,3,401
1044,1045,PASSIVO,P,3,402
1045,1046,PASSIVO,P,3,261
1046,1047,PASSIVO,P,3,421
1047,1048,PASSIVO,P,3,61
1048,1049,PASSIVO,P,3,121
1049,1050,PASSIVO,P,3,122
1050,1051,PASSIVO,P,3,141
1051,1052,PASSIVO,P,3,301
1052,1053,PASSIVO,P,3,922
1053,1054,PASSIVO,P,3,923
1054,1055,PASSIVO,P,3,924
1055,1056,PASSIVO,P,3,925
1056,1057,PASSIVO,P,3,926
1057,1058,PASSIVO,P,3,927
1058,1059,PASSIVO,P,3,928
1059,1060,PASSIVO,P,3,929
1060,1061,PASSIVO,P,3,930
1061,1062,PASSIVO,P,3,931
1062,1063,PASSIVO,P,3,932
1063,1064,PASSIVO,P,3,933
1064,1065,PASSIVO,P,3,934
1065,1066,PASSIVO,P,3,1001
1066,1067,PASSIVO,P,3,1002
1067,1068,PASSIVO,P,3,101
1068,1069,PASSIVO,P,3,161
1069,1070,PASSIVO,P,3,162
1070,1071,PASSIVO,P,3,381
1071,1072,PASSIVO,P,3,382
1072,1073,PASSIVO,P,3,383
1073,1074,PASSIVO,P,3,921
1074,1075,PASSIVO,P,3,1021
1075,1076,PASSIVO,P,3,1022
1076,1077,PASSIVO,P,3,1023
1077,1078,PASSIVO,P,3,1024
1078,1079,PASSIVO,P,3,1025
1079,1080,PASSIVO,P,3,361
1080,1081,PASSIVO,P,3,501
1081,1082,PASSIVO,P,3,1003
1082,1083,PASSIVO,P,3,1005
1083,1084,PASSIVO,P,3,9978
1084,1085,PASSIVO,P,3,11510
1085,1086,PASSIVO,P,3,11054
1086,1087,PASSIVO,P,3,18894
1087,1088,PASSIVO,P,3,16468
1088,1089,PASSIVO,P,3,14075
1089,1090,PASSIVO,P,3,18338
1090,1091,PASSIVO,P,3,13239
1091,1092,PASSIVO,P,3,22756
1092,1093,PASSIVO,P,3,14110
1093,1094,PASSIVO,P,3,14426
1094,1095,PASSIVO,P,3,17131
1095,1096,PASSIVO,P,3,17893
1096,1097,PASSIVO,P,3,14721
1097,1098,PASSIVO,P,3,18022
1098,1099,PASSIVO,P,3,22505
1099,1100,PASSIVO,P,3,15594
1100,1101,PASSIVO,P,3,21198
1101,1102,PASSIVO,P,3,21725
1102,1103,PASSIVO,P,3,16572
1103,1104,PASSIVO,P,3,12369
1104,1105,PASSIVO,P,3,17242
1105,1106,PASSIVO,P,3,19302
1106,1107,PASSIVO,P,3,25648
1107,1108,PASSIVO,P,3,35207
1108,1109,PASSIVO,P,3,1004
1109,1110,PASSIVO,P,3,43557
1110,1111,PASSIVO,P,3,45121
1111,1112,PASSIVO,P,3,45619
1112,1113,PASSIVO,P,3,42496
1113,1114,PASSIVO,P,3,44831
1114,1115,PASSIVO,P,3,59720
1115,1116,PASSIVO,P,3,34547
1116,1117,PASSIVO,P,3,45703
1117,1118,PASSIVO,P,3,45147
1118,1119,PASSIVO,P,3,44870
1119,1120,PASSIVO,P,3,34106
1120,1121,PASSIVO,P,3,67479
1121,1122,PASSIVO,P,3,71043
1122,1123,PASSIVO,P,3,72746
1123,1124,PASSIVO,P,3,72751
1124,1125,PASSIVO,P,3,72803
1125,1126,PASSIVO,P,3,73706
1126,1127,PASSIVO,P,3,73713
1127,1128,PASSIVO,P,3,73716
1128,1129,PASSIVO,P,3,73720
1129,1130,PASSIVO,P,3,73725
1130,1131,PASSIVO,P,3,66187
1131,1132,PASSIVO,P,3,64874
1132,1133,PASSIVO,P,3,70044
1133,1134,PASSIVO,P,3,75572
1134,1135,PASSIVO,P,3,75690
1135,1136,PASSIVO,P,3,73767
1136,1137,PASSIVO,P,3,74768
1137,1138,PASSIVO,P,3,74889
1138,1139,PASSIVO,P,3,63745
1139,1140,PASSIVO,P,3,69314
1140,1141,PASSIVO,P,3,64876
1141,1142,PASSIVO,P,3,69127
1142,1143,PASSIVO,P,3,69385
1143,1144,PASSIVO,P,3,70531
1144,1145,PASSIVO,P,3,72218
1145,1146,PASSIVO,P,3,74849
1146,1147,PASSIVO,P,3,74854
1147,1148,PASSIVO,P,3,74859
1148,1149,PASSIVO,P,3,74591
1149,1150,PASSIVO,P,3,74592
1150,1151,PASSIVO,P,3,74595
1151,1152,PASSIVO,P,3,74596
1152,1153,PASSIVO,P,3,74604
1153,1154,PASSIVO,P,3,74606
1154,1155,PASSIVO,P,3,74607
1155,1156,PASSIVO,P,3,74608
1156,1157,PASSIVO,P,3,74609
1157,1158,PASSIVO,P,3,74612
1158,1159,PASSIVO,P,3,74613
1159,1160,PASSIVO,P,3,74614
1160,1161,PASSIVO,P,3,74616
1161,1162,PASSIVO,P,3,74617
1162,1163,PASSIVO,P,3,74618
1163,1164,PASSIVO,P,3,74619
1164,1165,PASSIVO,P,3,74620
1165,1166,PASSIVO,P,3,74622
1166,1167,PASSIVO,P,3,74623
1167,1168,PASSIVO,P,3,74628
1168,1169,PASSIVO,P,3,74629
1169,1170,PASSIVO,P,3,67674
1170,1171,PASSIVO,P,3,68549
1171,1172,PASSIVO,P,3,69991
1172,1173,PASSIVO,P,3,71813
1173,1174,PASSIVO,P,3,75100
1174,1175,PASSIVO,P,3,75568
1175,1176,PASSIVO,P,3,75569
1176,1177,PASSIVO,P,3,75570
1177,1178,PASSIVO,P,3,75571
1178,1179,PASSIVO,P,3,74070
1179,1180,PASSIVO,P,3,74087
1180,1181,PASSIVO,P,3,74093
1181,1182,PASSIVO,P,3,70911
1182,1183,PASSIVO,P,3,74631
1183,1184,PASSIVO,P,3,74632
1184,1185,PASSIVO,P,3,74635
1185,1186,PASSIVO,P,3,74638
1186,1187,PASSIVO,P,3,74639
1187,1188,PASSIVO,P,3,74641
1188,1189,PASSIVO,P,3,74659
1189,1190,PASSIVO,P,3,75096
1190,1191,PASSIVO,P,3,75104
1191,1192,PASSIVO,P,3,66342
1192,1193,PASSIVO,P,3,69778
1193,1194,PASSIVO,P,3,72269
1194,1195,PASSIVO,P,3,72859
1195,1196,PASSIVO,P,3,74111
1196,1197,PASSIVO,P,3,74115
1197,1198,PASSIVO,P,3,67026
1198,1199,PASSIVO,P,3,71529
1199,1200,PASSIVO,P,3,72429
1200,1201,PASSIVO,P,3,72488
1201,1202,PASSIVO,P,3,73737
1202,1203,PASSIVO,P,3,73738
1203,1204,PASSIVO,P,3,73739
1204,1205,PASSIVO,P,3,73740
1205,1206,PASSIVO,P,3,73741
1206,1207,PASSIVO,P,3,73744
1207,1208,PASSIVO,P,3,73749
1208,1209,PASSIVO,P,3,73756
1209,1210,PASSIVO,P,3,73757
1210,1211,PASSIVO,P,3,73758
1211,1212,PASSIVO,P,3,73763
1212,1213,PASSIVO,P,3,71929
1213,1214,PASSIVO,P,3,71933
1214,1215,PASSIVO,P,3,71936
1215,1216,PASSIVO,P,3,71688
1216,1217,PASSIVO,P,3,72944
1217,1218,PASSIVO,P,3,74892
1218,1219,PASSIVO,P,3,74930
1219,1220,PASSIVO,P,3,71192
1220,1221,PASSIVO,P,3,72668
1221,1222,PASSIVO,P,3,74193
1222,1223,PASSIVO,P,3,74875
1223,1224,PASSIVO,P,3,74876
1224,1225,PASSIVO,P,3,67368
1225,1226,PASSIVO,P,3,67623
1226,1227,PASSIVO,P,3,72239
1227,1228,PASSIVO,P,3,72274
1228,1229,PASSIVO,P,3,72275
1229,1230,PASSIVO,P,3,72277
1230,1231,PASSIVO,P,3,72303
1231,1232,PASSIVO,P,3,72306
1232,1233,PASSIVO,P,3,72307
1233,1234,PASSIVO,P,3,69071
1234,1235,PASSIVO,P,3,71118
1235,1236,PASSIVO,P,3,71992
1236,1237,PASSIVO,P,3,72858
1237,1238,PASSIVO,P,3,75362
1238,1239,PASSIVO,P,3,66573
1239,1240,PASSIVO,P,3,66580
1240,1241,PASSIVO,P,3,66581
1241,1242,PASSIVO,P,3,70328
1242,1243,PASSIVO,P,3,72090
1243,1244,PASSIVO,P,3,75579
1244,1245,PASSIVO,P,3,72916
1245,1246,PASSIVO,P,3,74311
1246,1247,PASSIVO,P,3,75080
1247,1248,PASSIVO,P,3,75081
1248,1249,PASSIVO,P,3,75086
1249,1250,PASSIVO,P,3,75604
1250,1251,PASSIVO,P,3,75634
1251,1252,PASSIVO,P,3,75290
1252,1253,PASSIVO,P,3,75291
1253,1254,PASSIVO,P,3,69671
1254,1255,PASSIVO,P,3,75376
1255,1256,PASSIVO,P,3,75378
1256,1257,PASSIVO,P,3,75385
1257,1258,PASSIVO,P,3,72051
1258,1259,PASSIVO,P,3,72054
1259,1260,PASSIVO,P,3,72055
1260,1261,PASSIVO,P,3,76465
1261,1262,PASSIVO,P,3,76547
1262,1263,PASSIVO,P,3,71901
1263,1264,PASSIVO,P,3,71902
1264,1265,PASSIVO,P,3,71903
1265,1266,PASSIVO,P,3,71904
1266,1267,PASSIVO,P,3,71909
1267,1268,PASSIVO,P,3,71994
1268,1269,PASSIVO,P,3,71997
1269,1270,PASSIVO,P,3,71999
1270,1271,PASSIVO,P,3,72000
1271,1272,PASSIVO,P,3,72001
1272,1273,PASSIVO,P,3,72002
1273,1274,PASSIVO,P,3,72043
1274,1275,PASSIVO,P,3,72044
1275,1276,PASSIVO,P,3,75551
1276,1277,PASSIVO,P,3,75552
1277,1278,PASSIVO,P,3,75643
1278,1279,PASSIVO,P,3,75668
1279,1280,PASSIVO,P,3,75674
1280,1281,PASSIVO,P,3,75675
1281,1282,PASSIVO,P,3,75678
1282,1283,PASSIVO,P,3,72091
1283,1284,PASSIVO,P,3,72092
1284,1285,PASSIVO,P,3,72093
1285,1286,PASSIVO,P,3,72094
1286,1287,PASSIVO,P,3,72690
1287,1288,PASSIVO,P,3,74317
1288,1289,PASSIVO,P,3,74318
1289,1290,PASSIVO,P,3,74319
1290,1291,PASSIVO,P,3,74320
1291,1292,PASSIVO,P,3,74321
1292,1293,PASSIVO,P,3,74322
1293,1294,PASSIVO,P,3,74523
1294,1295,PASSIVO,P,3,74524
1295,1296,PASSIVO,P,3,74525
1296,1297,PASSIVO,P,3,74526
1297,1298,PASSIVO,P,3,74527
1298,1299,PASSIVO,P,3,74528
1299,1300,PASSIVO,P,3,74529
1300,1301,PASSIVO,P,3,74530
1301,1302,PASSIVO,P,3,74531
1302,1303,PASSIVO,P,3,74532
1303,1304,PASSIVO,P,3,74533
1304,1305,PASSIVO,P,3,74534
1305,1306,PASSIVO,P,3,76075
1306,1307,PASSIVO,P,3,75401
1307,1308,PASSIVO,P,3,77307
1308,1309,PASSIVO,P,3,77321
1309,1310,PASSIVO,P,3,68155
1310,1311,PASSIVO,P,3,76788
1311,1312,PASSIVO,P,3,70137
1312,1313,PASSIVO,P,3,71866
1313,1314,PASSIVO,P,3,71872
1314,1315,PASSIVO,P,3,71873
1315,1316,PASSIVO,P,3,71875
1316,1317,PASSIVO,P,3,72316
1317,1318,PASSIVO,P,3,72320
1318,1319,PASSIVO,P,3,71885
1319,1320,PASSIVO,P,3,71886
1320,1321,PASSIVO,P,3,71898
1321,1322,PASSIVO,P,3,71899
1322,1323,PASSIVO,P,3,71915
1323,1324,PASSIVO,P,3,71920
1324,1325,PASSIVO,P,3,71921
1325,1326,PASSIVO,P,3,76200
1326,1327,PASSIVO,P,3,73770
1327,1328,PASSIVO,P,3,73771
1328,1329,PASSIVO,P,3,73772
1329,1330,PASSIVO,P,3,73777
1330,1331,PASSIVO,P,3,73778
1331,1332,PASSIVO,P,3,73782
1332,1333,PASSIVO,P,3,73783
1333,1334,PASSIVO,P,3,76264
1334,1335,PASSIVO,P,3,77370
1335,1336,PASSIVO,P,3,77373
1336,1337,PASSIVO,P,3,77376
1337,1338,PASSIVO,P,3,73790
1338,1339,PASSIVO,P,3,73791
1339,1340,PASSIVO,P,3,73794
1340,1341,PASSIVO,P,3,73795
1341,1342,PASSIVO,P,3,73797
1342,1343,PASSIVO,P,3,73798
1343,1344,PASSIVO,P,3,73799
1344,1345,PASSIVO,P,3,73801
1345,1346,PASSIVO,P,3,73802
1346,1347,PASSIVO,P,3,73803
1347,1348,PASSIVO,P,3,73804
1348,1349,PASSIVO,P,3,73805
1349,1350,PASSIVO,P,3,73806
1350,1351,PASSIVO,P,3,73807
1351,1352,PASSIVO,P,3,73808
1352,1353,PASSIVO,P,3,73809
1353,1354,PASSIVO,P,3,73810
1354,1355,PASSIVO,P,3,73814
1355,1356,PASSIVO,P,3,73819
1356,1357,PASSIVO,P,3,73822
1357,1358,PASSIVO,P,3,74581
1358,1359,PASSIVO,P,3,75307
1359,1360,PASSIVO,P,3,75308
1360,1361,PASSIVO,P,3,75309
1361,1362,PASSIVO,P,3,76746
1362,1363,PASSIVO,P,3,77126
1363,1364,PASSIVO,P,3,65267
1364,1365,PASSIVO,P,3,72271
1365,1366,PASSIVO,P,3,74535
1366,1367,PASSIVO,P,3,74536
1367,1368,PASSIVO,P,3,74537
1368,1369,PASSIVO,P,3,74538
1369,1370,PASSIVO,P,3,74539
1370,1371,PASSIVO,P,3,74540
1371,1372,PASSIVO,P,3,74541
1372,1373,PASSIVO,P,3,74542
1373,1374,PASSIVO,P,3,74543
1374,1375,PASSIVO,P,3,74544
1375,1376,PASSIVO,P,3,74545
1376,1377,PASSIVO,P,3,74546
1377,1378,PASSIVO,P,3,74547
1378,1379,PASSIVO,P,3,74548
1379,1380,PASSIVO,P,3,74549
1380,1381,PASSIVO,P,3,74550
1381,1382,PASSIVO,P,3,72394
1382,1383,PASSIVO,P,3,75312
1383,1384,PASSIVO,P,3,75315
1384,1385,PASSIVO,P,3,75322
1385,1386,PASSIVO,P,3,64868
1386,1387,PASSIVO,P,3,77203
1387,1388,PASSIVO,P,3,72533
1388,1389,PASSIVO,P,3,74551
1389,1390,PASSIVO,P,3,74552
1390,1391,PASSIVO,P,3,74553
1391,1392,PASSIVO,P,3,74554
1392,1393,PASSIVO,P,3,74555
1393,1394,PASSIVO,P,3,74556
1394,1395,PASSIVO,P,3,74557
1395,1396,PASSIVO,P,3,74558
1396,1397,PASSIVO,P,3,74559
1397,1398,PASSIVO,P,3,74560
1398,1399,PASSIVO,P,3,74561
1399,1400,PASSIVO,P,3,74562
1400,1401,PASSIVO,P,3,74563
1401,1402,PASSIVO,P,3,74564
1402,1403,PASSIVO,P,3,74565
1403,1404,PASSIVO,P,3,74566
1404,1405,PASSIVO,P,3,74567
1405,1406,PASSIVO,P,3,74573
1406,1407,PASSIVO,P,3,74578
1407,1408,PASSIVO,P,3,75324
1408,1409,PASSIVO,P,3,75332
1409,1410,PASSIVO,P,3,75333
1410,1411,PASSIVO,P,3,75334
1411,1412,PASSIVO,P,3,75335
1412,1413,PASSIVO,P,3,75336
1413,1414,PASSIVO,P,3,76691
1414,1415,PASSIVO,P,3,76955
1415,1416,PASSIVO,P,3,77413
1416,1417,PASSIVO,P,3,77417
1417,1418,PASSIVO,P,3,77421
1418,1419,PASSIVO,P,3,74773
1419,1420,PASSIVO,P,3,74774
1420,1421,PASSIVO,P,3,74776
1421,1422,PASSIVO,P,3,74780
1422,1423,PASSIVO,P,3,74784
1423,1424,PASSIVO,P,3,74788
1424,1425,PASSIVO,P,3,76790
1425,1426,PASSIVO,P,3,71969
1426,1427,PASSIVO,P,3,71970
1427,1428,PASSIVO,P,3,71971
1428,1429,PASSIVO,P,3,71972
1429,1430,PASSIVO,P,3,71973
1430,1431,PASSIVO,P,3,71974
1431,1432,PASSIVO,P,3,71975
1432,1433,PASSIVO,P,3,75808
1433,1434,PASSIVO,P,3,76702
1434,1435,PASSIVO,P,3,71230
1435,1436,PASSIVO,P,3,72425
1436,1437,PASSIVO,P,3,74789
1437,1438,PASSIVO,P,3,74793
1438,1439,PASSIVO,P,3,74794
1439,1440,PASSIVO,P,3,77298
1440,1441,PASSIVO,P,3,65297
1441,1442,PASSIVO,P,3,65298
1442,1443,PASSIVO,P,3,69094
1443,1444,PASSIVO,P,3,65307
1444,1445,PASSIVO,P,3,65308
1445,1446,PASSIVO,P,3,64848
1446,1447,PASSIVO,P,3,66760
1447,1448,PASSIVO,P,3,71824
1448,1449,PASSIVO,P,3,71825
1449,1450,PASSIVO,P,3,71829
1450,1451,PASSIVO,P,3,71844
1451,1452,PASSIVO,P,3,67074
1452,1453,PASSIVO,P,3,71655
1453,1454,PASSIVO,P,3,72447
1454,1455,PASSIVO,P,3,72449
1455,1456,PASSIVO,P,3,72452
1456,1457,PASSIVO,P,3,72453
1457,1458,PASSIVO,P,3,69510
1458,1459,PASSIVO,P,3,71629
1459,1460,PASSIVO,P,3,71632
1460,1461,PASSIVO,P,3,72149
1461,1462,PASSIVO,P,3,72454
1462,1463,PASSIVO,P,3,72460
1463,1464,PASSIVO,P,3,72462
1464,1465,PASSIVO,P,3,70107
1465,1466,PASSIVO,P,3,65384
1466,1467,PASSIVO,P,3,65387
1467,1468,PASSIVO,P,3,65389
1468,1469,PASSIVO,P,3,65416
1469,1470,PASSIVO,P,3,66041
1470,1471,PASSIVO,P,3,65425
1471,1472,PASSIVO,P,3,65439
1472,1473,PASSIVO,P,3,65463
1473,1474,PASSIVO,P,3,65467
1474,1475,PASSIVO,P,3,65699
1475,1476,PASSIVO,P,3,70693
1476,1477,PASSIVO,P,3,65552
1477,1478,PASSIVO,P,3,69380
1478,1479,PASSIVO,P,3,71830
1479,1480,PASSIVO,P,3,71832
1480,1481,PASSIVO,P,3,71838
1481,1482,PASSIVO,P,3,71840
1482,1483,PASSIVO,P,3,71849
1483,1484,PASSIVO,P,3,71850
1484,1485,PASSIVO,P,3,71851
1485,1486,PASSIVO,P,3,71852
1486,1487,PASSIVO,P,3,71853
1487,1488,PASSIVO,P,3,71854
1488,1489,PASSIVO,P,3,65716
1489,1490,PASSIVO,P,3,64903
1490,1491,PASSIVO,P,3,64908
1491,1492,PASSIVO,P,3,64914
1492,1493,PASSIVO,P,3,64923
1493,1494,PASSIVO,P,3,66416
1494,1495,PASSIVO,P,3,63358
1495,1496,PASSIVO,P,3,72262
1496,1497,PASSIVO,P,3,66055
1497,1498,PASSIVO,P,3,66714
1498,1499,PASSIVO,P,3,72301
1499,1500,PASSIVO,P,3,72347
